1995 SECTION,1995 TITLE,1995 LEVEL,2004 SECTION,2004 TITLE,2004 LEVEL
08610,Roof Windows,3,08 61 00,Roof Windows,2
08610,Wood Roof Windows,4,08 61 16,Wood Roof Windows,3
08620,Domed Unit Skylights,4,08 62 13,Domed Unit Skylights,3
08620,Pyramidal Unit Skylights,4,08 62 16,Pyramidal Unit Skylights,3
08620,Unit Skylights,3,08 62 00,Unit Skylights,2
08620,Vaulted Unit Skylights,4,08 62 19,Vaulted Unit Skylights,3
08630,Domed Metal-Framed Skylights,4,08 63 13,Domed Metal-Framed Skylights,3
08630,Metal-Framed Skylights,3,08 63 00,Metal-Framed Skylights,2
08630,Motorized Metal-Framed Skylights,4,08 63 53,Motorized Metal-Framed Skylights,3
08630,Pyramidal Metal-Framed Skylights,4,08 63 16,Pyramidal Metal-Framed Skylights,3
08630,Ridge Metal-Framed Skylights,4,08 63 23,Ridge Metal-Framed Skylights,3
08630,Vaulted Metal-Framed Skylights,4,08 63 19,Vaulted Metal-Framed Skylights,3
08700,HARDWARE,2,08 70 00,Hardware,2
08710,Controlling Hardware,4,08 71 00,Door Hardware,2
08710,Door Hardware,3,08 71 00,Door Hardware,2
08710,Door Trim,4,08 71 00,Door Hardware,2
08710,Hanging Hardware,4,08 71 00,Door Hardware,2
08710,Latching Hardware,4,08 71 00,Door Hardware,2
08710,Locking Hardware,4,08 71 00,Door Hardware,2
08720,Door Weatherstripping and Seals,4,08 71 00,Door Hardware,2
08720,Thresholds,4,08 71 00,Door Hardware,2
08720,Weatherstripping and Seals,3,08 71 00,Door Hardware,2
08720,Window Weatherstripping and Seals,4,08 75 00,Window Hardware,2
08740,Card Key Locking Hardware,4,08 74 13,Card Key Access Control Hardware,3
08740,Electrical Locking Control,4,08 74 00,Access Control Hardware,2
08740,Electromagnetic Door Holders,4,08 74 00,Access Control Hardware,2
08740,Electro-Mechanical Hardware,3,08 74 00,Access Control Hardware,2
08750,Automatic Window Equipment,4,08 75 13,Automatic Window Equipment,3
08750,Window Hardware,3,08 75 00,Window Hardware,2
08750,Window Lifts,4,08 75 00,Window Hardware,2
08750,Window Locks,4,08 75 00,Window Hardware,2
08750,Window Operators,4,08 75 16,Window Operators,3
08770,Door and Window Accessories,3,08 79 00,Hardware Accessories,2
08770,Key Storage and Control Equipment,4,08 79 13,Key Storage Equipment,3
08780,Detention Hardware,4,08 71 63,Detention Door Hardware,3
08780,Special Function Hardware,3,08 78 00,Special Function Hardware,2
08790,Hardware Restoration,3,08 01 71,Operation and Maintenance of Door Hardware,3
08800,GLAZING,2,08 80 00,Glazing,2
08810,Bent Glass,4,08 81 00,Glass Glazing,2
08810,Bullet-Resistant Glass,4,08 88 56,Ballistics-Resistant Glazing,3
08810,Chemically-Strengthened Glass,4,08 81 00,Glass Glazing,2
08810,Coated Glass,4,08 81 00,Glass Glazing,2
08810,Composite Glass,4,08 81 00,Glass Glazing,2
08810,Decorative Glass,4,08 81 13,Decorative Glass Glazing,3
08810,Fire Rated Glass,4,08 81 00,Glass Glazing,2
08810,Float Glass,4,08 81 00,Glass Glazing,2
08810,Glass,3,08 81 00,Glass Glazing,2
08810,Heat-Strengthened Glass,4,08 81 00,Glass Glazing,2
08810,Impact Resistant Glass,4,08 81 00,Glass Glazing,2
08810,Insulating Glass,4,08 81 00,Glass Glazing,2
08810,Laminated Glass,4,08 81 00,Glass Glazing,2
08810,Mirrored Glass,4,08 83 13,Mirrored Glass Glazing,3
08810,Rolled Glass,4,08 81 00,Glass Glazing,2
08810,Tempered Glass,4,08 81 00,Glass Glazing,2
08810,Wired Glass,4,08 81 00,Glass Glazing,2
08830,Mirrors,3,08 83 00,Mirrors,2
08840,Bullet-Resistant Plastic Glazing,4,08 88 56,Ballistics-Resistant Glazing,3
08840,Decorative Plastic Glazing,4,08 84 13,Decorative Plastic Glazing,3
08840,Insulating Plastic Glazing,4,08 84 00,Plastic Glazing,2
08840,Plastic Glazing,3,08 84 00,Plastic Glazing,2
08840,Translucent Plastic Glazing,4,08 84 00,Plastic Glazing,2
08840,Transparent Plastic Glazing,4,08 84 00,Plastic Glazing,2
08850,Glazing Accessories,3,08 85 00,Glazing Accessories,2
08890,Glazing Restoration,3,08 01 80,Maintenance of Glazing,3
08900,GLAZED CURTAIN WALL,2,08 44 00,Curtain Wall and Glazed Assemblies,2
08910,Glazed Aluminum Curtain Wall,4,08 44 16,Glazed Bronze Curtain Walls,3
08910,Glazed Bronze Curtain Wall,4,08 44 13,Glazed Aluminum Curtain Walls,3
08910,Glazed Stainless Steel Curtain Wall,4,08 44 19,Glazed Stainless-Steel Curtain Walls,3
08910,Metal Framed Curtain Wall,3,08 44 00,Curtain Wall and Glazed Assemblies,2
08950,Translucent Wall and Roof Assemblies,3,08 45 00,Translucent Wall and Roof Assemblies,2
08960,Sloped Glazing Assemblies,3,08 44 33,Sloped Glazing Assemblies,3
08970,Structural Glass Curtain Walls,3,08 44 26,Structural Glass Curtain Walls,3
08990,Glazed Curtain Wall Restoration,3,08 01 44,Operation and Maintenance of Curtain Walls,3
09000,FINISHES,1,09 00 00,Finishes,1
09050,BASIC FINISH MATERIALS AND METHODS,2,09 05 00,Common Work Results for Finishes,2
09100,METAL SUPPORT ASSEMBLIES,2,09 22 00,Supports for Plaster and Gypsum Board,2
09110,Non-Load-Bearing Wall Framing,3,09 22 16.13,Non-Structural Metal Stud Framing,4
09120,Ceiling Suspension,3,09 22 26,Suspension Systems,3
09130,Acoustical Suspension,3,09 53 00,Acoustical Ceiling Suspension Assemblies,2
09190,Metal Frame Restoration,3,09 01 00,Maintenance of Finishes,2
09200,PLASTER AND GYPSUM BOARD,2,09 20 00,Plaster and Gypsum Board,2
09205,Furring and Lathing,3,09 22 13,Metal Furring,3
09205,Furring and Lathing,3,09 22 36,Lath,3
09205,Gypsum Lath,4,09 22 36.13,Gypsum Lath,4
09205,Lead-Lined Lath,4,13 49 19.13,Lead-Lined Lath,4
09205,Metal Lath,4,09 22 36.23,Metal Lath,4
09205,Plaster Accessories,4,09 20 00,Plaster and Gypsum Board,2
09205,Veneer Plaster Base,4,09 22 39,Veneer Plaster Base,3
09210,Acoustical Gypsum Plaster,4,09 23 13,Acoustical Gypsum Plastering,3
09210,Fireproofing Gypsum Plaster,4,09 23 82,Fireproof Gypsum Plastering,3
09210,Gypsum Plaster,3,09 23 00,Gypsum Plastering,2
09210,Gypsum Veneer Plaster,4,09 26 13,Gypsum Veneer Plastering,3
09220,Adobe Finish,4,09 24 13,Adobe Finish,3
09220,Portland Cement Plaster,3,09 24 00,Portland Cement Plastering,2
09220,Portland Cement Veneer Plaster,4,09 26 00,Veneer Plastering,2
09230,Plaster Fabrications,3,09 27 00,Plaster Fabrications,2
09250,Cementitious Backing Board,4,09 28 13,Cementitious Backing Boards,3
09250,Factory-Finished Gypsum Board,4,09 29 00,Gypsum Board,2
09250,Gypsum Board,3,09 29 00,Gypsum Board,2
09250,Gypsum Sheathing,4,06 16 43,Gypsum Sheathing,3
09250,Shaft Wall Liner,4,09 29 00,Gypsum Board,2
09260,Gypsum Board Area Separation Walls,4,09 21 16.33,Gypsum Board Area Separation Wall Assemblies,4
09260,Gypsum Board Assemblies,3,09 21 16,Gypsum Board Assemblies,3
09260,Shaft Wall Assemblies,4,09 21 16.23,Gypsum Board Shaft Wall Assemblies,4
09270,Gypsum Board Accessories,3,09 29 00,Gypsum Board,2
09280,Plaster Restoration,3,09 01 20.91,Plaster Restoration,4
09300,TILE,2,09 30 00,Tiling,2
09305,Tile Setting Materials and Accessories,3,09 30 00,Tiling,2
09310,Ceramic Mosaics,4,09 30 13,Ceramic Tiling,3
09310,Ceramic Tile,3,09 30 13,Ceramic Tiling,3
09310,Conductive Tile,4,09 33 00,Conductive Tiling,2
09330,Chemical-Resistant Quarry Tile,4,09 35 16,Chemical-Resistant Quarry Tiling,3
09330,Quarry Tile,3,09 30 16,Quarry Tiling,3
09340,Paver Tile,3,09 30 19,Paver Tiling,3
09340,Terra Cotta Tile,4,09 30 19,Paver Tiling,3
09350,Glass Mosaics,3,09 30 23,Glass Mosaic Tiling,3
09360,Plastic Tile,3,09 30 26,Plastic Tiling,3
09370,Metal Tile,3,09 30 29,Metal Tiling,3
09380,Agglomerate Tile,4,09 30 33,Stone Tiling,3
09380,Cut Natural Stone Tile,3,09 30 33,Stone Tiling,3
09380,Stone Floor and Wall Covering,4,09 63 40,Stone Flooring,3
09380,Stone Floor and Wall Covering,4,09 75 00,Stone Facing,2
09390,Tile Restoration,3,09 01 30.91,Tile Restoration,4
09400,TERRAZZO,2,09 66 00,Terrazzo Flooring,2
09410,Portland Cement Terrazzo,3,09 66 13,Portland Cement Terrazzo Flooring,3
09420,Precast Terrazzo,3,09 66 00,Terrazzo Flooring,2
09420,Terrazzo Tile,4,09 66 16,Terrazzo Floor Tile,3
09430,Conductive Terrazzo,3,09 66 33,Conductive Terrazzo Flooring,3
09440,Plastic Matrix Terrazzo,3,09 66 16.16,Plastic-Matrix Terrazzo Floor Tile,4
09490,Terrazzo Restoration,3,09 01 60.91,Flooring Restoration,4
09500,CEILINGS,2,09 50 00,Ceilings,2
09510,Acoustical Ceilings,3,09 51 00,Acoustical Ceilings,2
09510,Acoustical Metal Pan Ceilings,4,09 51 33,Acoustical Metal Pan Ceilings,3
09510,Acoustical Panel Ceilings,4,09 51 13,Acoustical Panel Ceilings,3
09510,Acoustical Tile Ceilings,4,09 51 23,Acoustical Tile Ceilings,3
09545,Integrated Ceilings,4,09 58 00,Integrated Ceiling Assemblies,2
09545,Linear Metal Ceilings,4,09 54 19,Mirror Panel Ceilings,3
09545,Luminous Ceilings,4,09 54 16,Luminous Ceilings,3
09545,Specialty Ceilings,3,09 54 00,Specialty Ceilings,2
09550,Mirror Panel Ceilings,3,09 54 23,Linear Metal Ceilings,3
09560,Gypsum Panel,4,09 56 13,Gypsum-Panel Textured Ceilings,3
09560,Metal Panel,4,09 56 16,Metal-Panel Textured Ceilings,3
09560,Textured Ceilings,3,09 56 00,Textured Ceilings,2
09570,Linear Wood Ceilings,3,09 54 26,Linear Wood Ceilings,3
09580,Suspended Decorative Grids,3,09 54 36,Suspended Decorative Grids,3
09590,Ceiling Assembly Restoration,3,09 01 50,Maintenance of Ceilings,3
09600,FLOORING,2,09 60 00,Flooring,2
09610,Floor Treatment,3,09 61 00,Flooring Treatment,2
09610,Slip-Resistant Floor Treatment,4,09 61 13,Slip-Resistant Flooring Treatment,3
09610,Static-Resistant Floor Treatment,4,09 61 36,Static-Resistant Flooring Treatment,3
09620,Asphalt Plank Flooring,4,09 62 13,Asphaltic Plank Flooring,3
09620,Athletic Flooring,4,09 64 66,Wood Athletic Flooring,3
09620,Athletic Flooring,4,09 65 66,Resilient Athletic Flooring,3
09620,Athletic Flooring,4,09 67 66,Fluid-Applied Athletic Flooring,3
09620,Plastic-Laminate Flooring,4,09 62 19,Laminate Flooring,3
09620,Specialty Flooring,3,09 62 00,Specialty Flooring,2
09630,Brick Flooring,4,09 63 13,Brick Flooring,3
09630,Chemical-Resistant Brick Flooring,4,09 63 13.35,Chemical-Resistant Brick Flooring,4
09630,Flagstone Flooring,4,09 63 40,Stone Flooring,3
09630,Granite Flooring,4,09 63 40,Stone Flooring,3
09630,Marble Flooring,4,09 63 40,Stone Flooring,3
09630,Masonry Flooring,3,09 63 00,Masonry Flooring,2
09630,Slate Flooring,4,09 63 40,Stone Flooring,3
09630,Stone Flooring,4,09 63 40,Stone Flooring,3
09640,Cushioned Wood Flooring Assemblies,4,09 64 00,Wood Flooring,2
09640,Mastic Set Wood Flooring Assemblies,4,09 64 00,Wood Flooring,2
09640,Resilient Wood Flooring Assemblies,4,09 64 53,Resilient Wood Flooring Assemblies,3
09640,Wood Athletic Flooring,4,09 64 66,Wood Athletic Flooring,3
09640,Wood Block Flooring,4,09 64 16,Wood Block Flooring,3
09640,Wood Composition Flooring,4,09 64 19,Wood Composition Flooring,3
09640,Wood Flooring,3,09 64 00,Wood Flooring,2
09640,Wood Parquet Flooring,4,09 64 23,Wood Parquet Flooring,3
09640,Wood Strip Flooring,4,09 64 29,Wood Strip and Plank Flooring,3
09650,Resilient Base and Accessories,4,09 65 13,Resilient Base and Accessories,3
09650,Resilient Flooring,3,09 65 00,Resilient Flooring,2
09650,Resilient Sheet Flooring,4,09 65 16,Resilient Sheet Flooring,3
09650,Resilient Tile Flooring,4,09 65 19,Resilient Tile Flooring,3
09660,Conductive Elastomeric Liquid Flooring,4,09 67 13.33,Conductive Elastomeric Liquid Flooring,4
09660,Conductive Resilient Flooring,4,09 65 33,Conductive Resilient Flooring,3
09660,Static Control Flooring,3,09 65 36,Static-Control Resilient Flooring,3
09660,Static Dissipative Resilient Flooring,4,09 65 36.13,Static-Dissipative Resilient Flooring,4
09660,Static-Resistant Resilient Flooring,4,09 65 36.16,Static-Resistant Resilient Flooring,4
09670,Elastomeric Liquid Flooring,4,09 67 13,Elastomeric Liquid Flooring,3
09670,Epoxy-Marble Chip Flooring,4,09 67 16,Epoxy-Marble Chip Flooring,3
09670,Fluid-Applied Flooring,3,09 67 00,Fluid-Applied Flooring,2
09670,Magnesium Oxychloride Flooring,4,09 67 19,Magnesium-Oxychloride Flooring,3
09670,Mastic Fills,4,09 67 00,Fluid-Applied Flooring,2
09670,Resinous Flooring,4,09 67 23,Resinous Flooring,3
09670,Seamless Quartz Flooring,4,09 67 26,Quartz Flooring,3
09680,Carpet,3,09 68 00,Carpeting,2
09680,Carpet Cushion,4,09 68 00,Carpeting,2
09680,Carpet Tile,4,09 68 13,Tile Carpeting,3
09680,Indoor and Outdoor Carpet,4,09 68 00,Carpeting,2
09680,Sheet Carpet,4,09 68 16,Sheet Carpeting,3
09690,Flooring Restoration,3,09 01 60.91,Flooring Restoration,4
09700,WALL FINISHES,2,09 70 00,Wall Finishes,2
09710,Acoustical Wall Finishes,3,09 83 13,Acoustic Wall Coating,3
09720,Cork Wall Covering,4,09 72 13,Cork Wall Coverings,3
09720,Vinyl Wall Covering,4,09 72 00,Wall Coverings,2
09720,Vinyl-Coated Fabric Wall Covering,4,09 72 16,Vinyl-Coated Fabric Wall Coverings,3
09720,Wall Covering,3,09 72 00,Wall Coverings,2
09720,Wall Fabrics,4,09 72 19,Textile Wall Coverings,3
09720,Wallpaper,4,09 72 23,Wallpapering,3
09730,Wall Carpet,3,09 73 00,Wall Carpeting,2
09740,Flexible Wood Sheets,3,09 74 00,Flexible Wood Sheets,2
09740,Flexible Wood Veneers,4,09 74 16,Flexible Wood Veneers,3
09750,Stone Facing,3,09 75 00,Stone Facing,2
09760,Plastic Blocks,3,09 76 00,Plastic Blocks,2
09770,Special Wall Surfaces,3,09 77 00,Special Wall Surfacing,2
09790,Wall Finish Restoration,3,09 01 70.91,Wall Finish Restoration,4
09800,ACOUSTICAL TREATMENT,2,09 80 00,Acoustic Treatment,2
09810,Acoustical Space Units,3,09 84 00,Acoustic Room Components,2
09820,Acoustical Insulation,4,09 81 00,Acoustic Insulation,2
09820,Acoustical Insulation and Sealants,3,07 92 19,Acoustical Joint Sealants,3
09820,Acoustical Insulation and Sealants,3,09 81 00,Acoustic Insulation,2
09820,Acoustical Sealants,4,07 92 19,Acoustical Joint Sealants,3
09830,Acoustical Barriers,3,09 80 00,Acoustic Treatment,2
09840,Acoustical Wall Treatment,3,09 84 33,Sound-Absorbing Wall Units,3
09900,PAINTS AND COATINGS,2,09 90 00,Painting and Coating,2
09910,Exterior Paints,4,09 91 13,Exterior Painting,3
09910,Interior Paints,4,09 91 23,Interior Painting,3
09910,Paints,3,09 91 00,Painting,2
09930,Exterior Opaque Stains,4,09 93 13.13,Exterior Staining,4
09930,Exterior Transparent Finishes,4,09 93 13.53,Exterior Finishing,4
09930,Exterior Transparent Stains,4,09 93 13.13,Exterior Staining,4
09930,Interior Opaque Stains,4,09 93 23.13,Interior Staining,4
09930,Interior Transparent Finishes,4,09 93 23.53,Interior Finishing,4
09930,Interior Transparent Stains,4,09 93 23.13,Interior Staining,4
09930,Stains and Transparent Finishes,3,09 93 00,Staining and Transparent Finishing,2
09930,Transparent Coatings,4,09 93 13,Exterior Staining and Finishing,3
09930,Transparent Coatings,4,09 93 23,Interior Staining and Finishing,3
09940,Decorative Finishes,3,09 94 00,Decorative Finishing,2
09960,Abrasion-Resistant Coatings,4,09 96 13,Abrasion-Resistant Coatings,3
09960,Chemical-Resistant Coatings,4,09 96 35,Chemical-Resistant Coatings,3
09960,Elastomeric Coatings,4,09 96 53,Elastomeric Coatings,3
09960,Fire-Resistant Paints,4,09 96 43,Fire-Retardant Coatings,3
09960,Graffiti-Resistant Coatings,4,09 96 23,Graffiti-Resistant Coatings,3
09960,High Performance Coatings,3,09 96 00,High-Performance Coatings,2
09960,High-Build Glazed Coatings,4,09 96 59,High-Build Glazed Coatings,3
09960,Intumescent Paints,4,09 96 46,Intumescent Painting,3
09960,Marine Coatings,4,09 96 26,Marine Coatings,3
09960,Textured Plastic Coatings,4,09 96 63,Textured Plastic Coatings,3
09970,Coatings for Steel,3,09 97 13,Steel Coatings,3
09980,Coatings for Concrete and Masonry,3,09 97 23,Concrete and Masonry Coatings,3
09990,Maintenance Coatings,4,09 01 90.53,Maintenance Coatings,4
09990,Paint Cleaning,4,09 01 90.51,Paint Cleaning,4
09990,Paint Restoration,3,09 01 90.91,Paint Restoration,4
10000,SPECIALTIES,1,10 00 00,Specialties,1
10100,VISUAL DISPLAY BOARDS,2,10 11 00,Visual Display Surfaces,2
10110,Chalkboards,3,10 11 13,Chalkboards,3
10110,Fixed Chalkboards,4,10 11 13.13,Fixed Chalkboards,4
10110,Operable Chalkboards,4,10 11 33,Sliding Visual Display Units,3
10110,Portable Chalkboards,4,10 11 13.43,Portable Chalkboards,4
10115,Electronic Marker Boards,4,10 11 16.53,Electronic Markerboards,4
10115,Fixed Marker Boards,4,10 11 16.13,Fixed Markerboards,4
10115,Marker Boards,3,10 11 16,Markerboards,3
10115,Operable Marker Boards,4,10 11 33,Sliding Visual Display Units,3
10115,Portable Marker Boards,4,10 11 16.43,Portable Markerboards,4
10120,Fixed Tackboard,4,10 11 23.13,Fixed Tackboards,4
10120,Magnetic Display Boards,4,10 11 00,Visual Display Surfaces,2
10120,Operable Display Boards,4,10 11 33,Sliding Visual Display Units,3
10120,Portable Tackboard,4,10 11 23.43,Portable Tackboards,4
10120,Tackboard and Visual Aid Boards,3,10 11 23,Tackboards,3
10130,Operable Board Units,3,10 11 33,Sliding Visual Display Units,3
10140,Display Track Assemblies,3,10 11 39,Visual Display Rails,3
10145,Visual Aid Board Units,3,10 11 36,Visual Display Conference Units,3
10150,COMPARTMENTS AND CUBICLES,2,10 21 00,Compartments and Cubicles,2
10160,Metal Toilet Compartments,3,10 21 13.13,Metal Toilet Compartments,4
10165,Plastic-Laminate Toilet Compartments,3,10 21 13.16,Plastic-Laminate-Clad Toilet Compartments,4
10170,Plastic Toilet Compartments,3,10 21 13.19,Plastic Toilet Compartments,4
10175,Particleboard Toilet Compartments,3,10 21 13.23,Particleboard Toilet Compartments,4
10180,Stone Toilet Compartments,3,10 21 13.40,Stone Toilet Compartments,4
10185,Shower and Dressing Compartments,3,10 21 16,Shower and Dressing Compartments,3
10190,Cubicle Curtains,4,10 21 23.13,Cubicle Curtains,4
10190,Cubicle Track and Hardware,4,10 21 23.16,Cubicle Track and Hardware,4
10190,Cubicles,3,10 21 23,Cubicles,3
10200,LOUVERS AND VENTS,2,08 90 00,Louvers and Vents,2
10210,Motorized Louvers,4,08 91 13,Motorized Wall Louvers,3
10210,Operable Louvers,4,08 91 16,Operable Wall Louvers,3
10210,Stationary Louvers,4,08 91 19,Fixed Louvers,3
10210,Wall Louvers,3,08 91 00,Louvers,2
10220,Louvered Equipment Enclosures,3,08 92 00,Louvered Equipment Enclosures,2
10225,Door Louvers,3,08 91 26,Door Louvers,3
10230,Soffit Vents,4,08 95 13,Soffit Vents,3
10230,Vents,3,08 95 00,Vents,2
10230,Wall Vents,4,08 95 16,Wall Vents,3
10240,GRILLES AND SCREENS,2,10 82 00,Grilles and Screens,2
10250,SERVICE WALLS,2,10 25 00,Service Walls,2
10260,Bumper Guards,4,10 26 16,Bumper Guards,3
10260,Corner Guards,4,10 26 13,Corner Guards,3
10260,Impact-Resistant Wall Protection,4,10 26 23.13,Impact Resistant Wall Protection,4
10260,WALL AND CORNER GUARDS,2,10 26 00,Wall and Door Protection,2
10270,ACCESS FLOORING,2,09 69 00,Access Flooring,2
10270,Rigid Grid Access Flooring,4,09 69 13,Rigid-Grid Access Flooring,3
10270,Snap-on Stringer Access Flooring,4,09 69 16,Snap-on Stringer Access Flooring,3
10270,Stringerless Access Flooring,4,09 69 19,Stringerless Access Flooring,3
10290,Bird Control,4,10 81 13,Bird Control Devices,3
10290,Insect Control,4,10 81 16,Insect Control Devices,3
10290,PEST CONTROL,2,10 81 00,Pest Control Devices,2
10290,Rodent Control,4,10 81 19,Rodent Control Devices,3
10300,FIREPLACES AND STOVES,2,10 30 00,Fireplaces and Stoves,2
10305,Manufactured Fireplace Chimneys,4,10 31 13,Manufactured Fireplace Chimneys,3
10305,Manufactured Fireplace Forms,4,10 31 16,Manufactured Fireplace Forms,3
10305,Manufactured Fireplaces,3,10 31 00,Manufactured Fireplaces,2
10310,Fireplace Dampers,4,10 32 13,Fireplace Dampers,3
10310,Fireplace Inserts,4,10 32 16,Fireplace Inserts,3
10310,Fireplace Screens and Doors,4,10 32 19,Fireplace Screens,3
10310,Fireplace Screens and Doors,4,10 32 23,Fireplace Doors,3
10310,Fireplace Specialties and Accessories,3,10 32 00,Fireplace Specialties,2
10310,Fireplace Water Heaters,4,10 32 26,Fireplace Water Heaters,3
10320,Stoves,3,10 35 00,Stoves,2
10330,Fireplace and Stove Restoration,3,10 01 30,Operation and Maintenance of Fireplaces and Stoves,3
10340,Clocks,4,10 74 13,Exterior Clocks,3
10340,Cupolas,4,10 74 23,Cupolas,3
10340,MANUFACTURED EXTERIOR SPECIALTIES,2,10 74 00,Manufactured Exterior Specialties,2
10340,Spires,4,10 74 26,Spires,3
10340,Steeples,4,10 74 29,Steeples,3
10340,Weathervanes,4,10 74 33,Weathervanes,3
10345,Exterior Specialties Restoration,3,10 01 70,Operation and Maintenance of Exterior Specialties,3
10350,Automatic Flagpoles,4,10 75 13,Automatic Flagpoles,3
10350,FLAGPOLES,2,10 75 00,Flagpoles,2
10350,Ground-Set Flagpoles,4,10 75 16,Ground-Set Flagpoles,3
10350,Nautical Flagpoles,4,10 75 19,Nautical Flagpoles,3
10350,Wall-Mounted Flagpoles,4,10 75 23,Wall-Mounted Flagpoles,3
10400,IDENTIFICATION DEVICES,2,10 13 00,Directories,2
10400,IDENTIFICATION DEVICES,2,10 14 00,Signage,2
10410,Directories,3,10 13 00,Directories,2
10410,Electronic Directories,4,10 13 13,Electronic Directories,3
10420,Plaques,3,10 14 16,Plaques,3
10430,Exterior Dimensional Letter,4,10 14 19,Dimensional Letter Signage,3
10430,Exterior Electronic Message Signage,4,10 14 63,Electronic Message Signage,3
10430,Exterior Post and Panel/Pylon Signage,4,10 14 26,Post and Panel/Pylon Signage,3
10430,Exterior Signage,3,10 14 00,Signage,2
10430,Illuminated Exterior Signage,4,10 14 33,Illuminated Panel Signage,3
10430,Non-Illuminated Exterior Signage,4,10 14 36,Non-Illuminated Panel Signage,3
10440,Engraved Interior Signage,4,10 14 23.13,Engraved Panel Signage,4
10440,Illuminated Interior Signage,4,10 14 33,Illuminated Panel Signage,3
10440,Interior Dimensional Letters,4,10 14 19,Dimensional Letter Signage,3
10440,Interior Door Signage,4,10 14 00,Signage,2
10440,Interior Electronic Message Signage,4,10 14 63,Electronic Message Signage,3
10440,Interior Signage,3,10 14 00,Signage,2
10440,Non-Illuminated Interior Signage,4,10 14 36,Non-Illuminated Panel Signage,3
10450,Detection and Counting Devices,4,11 14 43.13,Electronic Detection and Counting Systems,4
10450,PEDESTRIAN CONTROL DEVICES,2,11 14 00,Pedestrian Control Equipment,2
10450,Portable Posts and Railings,4,11 14 13.13,Portable Posts and Railings,4
10450,Rotary Gates,4,11 14 13.16,Rotary Gates,4
10450,Turnstiles,4,11 14 13.19,Turnstiles,4
10500,Coin Operated Lockers,4,10 51 00,Lockers,2
10500,Glass Lockers,4,10 51 33,Glass Lockers,3
10500,LOCKERS,2,10 51 00,Lockers,2
10500,Metal Lockers,4,10 51 13,Metal Lockers,3
10500,Plastic Lockers,4,10 51 26,Plastic Lockers,3
10500,Plastic-Laminate-Faced Lockers,4,10 51 23,Plastic-Laminate-Clad Lockers,3
10500,Recycled Plastic Lockers,4,10 51 26.13,Recycled Plastic Lockers,4
10500,Wood Lockers,4,10 51 16,Wood Lockers,3
10520,Fire Blankets and Cabinets,4,10 44 33,Fire Blankets and Cabinets,3
10520,Fire Extinguisher Accessories,4,10 44 43,Fire Extinguisher Accessories,3
10520,Fire Extinguisher Cabinets,4,10 44 13,Fire Extinguisher Cabinets,3
10520,Fire Extinguishers,4,10 44 16,Fire Extinguishers,3
10520,FIRE PROTECTION SPECIALTIES,2,10 44 00,Fire Protection Specialties,2
10520,Wheeled Fire Extinguisher Units,4,10 44 16.16,Wheeled Fire Extinguisher Units,4
10530,Awnings,4,10 73 13,Awnings,3
10530,Canopies,4,10 73 16,Canopies,3
10530,Car Shelters,4,10 73 23,Car Shelters,3
10530,PROTECTIVE COVERS,2,10 73 00,Protective Covers,2
10530,Walkway Coverings,4,10 73 26,Walkway Coverings,3
10550,Central Mail Delivery Boxes,4,10 55 13,Central Mail Delivery Boxes,3
10550,Collection Boxes,4,10 55 16,Mail Collection Boxes,3
10550,Mail Boxes,4,10 55 23,Mail Boxes,3
10550,Mail Chutes,4,10 55 91,Mail Chutes,3
10550,POSTAL SPECIALTIES,2,10 55 00,Postal Specialties,2
10600,PARTITIONS,2,10 22 00,Partitions,2
10605,Wire Mesh Partitions,3,10 22 13,Wire Mesh Partitions,3
10610,Folding Gates,3,10 22 16,Folding Gates,3
10615,Demountable Gypsum Board Partitions,4,10 22 19.53,Demountable Gypsum Partitions,4
10615,Demountable Metal Partitions,4,10 22 19.13,Demountable Metal Partitions,4
10615,Demountable Partitions,3,10 22 19,Demountable Partitions,3
10615,Demountable Wood Partitions,4,10 22 19.23,Demountable Wood Partitions,4
10630,"Portable Partitions, Screens, and Panels",3,10 22 23,"Portable Partitions, Screens, and Panels",3
10650,Accordion Folding Partitions,4,10 22 26.13,Accordion Folding Partitions,4
10650,Coiling Partitions,4,10 22 26.23,Coiling Partitions,4
10650,Folding Panel Partitions,4,10 22 26.33,Folding Panel Partitions,4
10650,Operable Partitions,3,10 22 26,Operable Partitions,3
10650,Sliding Partitions,4,10 22 26.43,Sliding Partitions,4
10670,Metal Storage Shelving,4,10 56 13,Metal Storage Shelving,3
10670,Mobile Storage Units,4,10 56 26,Mobile Storage Shelving,3
10670,Prefabricated Wood Storage Shelving,4,10 56 16,Fabricated Wood Storage Shelving,3
10670,Recycled Plastic Storage Shelving,4,10 56 19.13,Recycled Plastic Storage Shelving,4
10670,STORAGE SHELVING,2,10 56 00,Storage Assemblies,2
10670,Wire Storage Shelving,4,10 56 23,Wire Storage Shelving,3
10700,EXTERIOR PROTECTION,2,10 71 00,Exterior Protection,2
10705,Exterior Sun Control Devices,3,10 71 13,Exterior Sun Control Devices,3
10710,Exterior Shutters,3,10 71 13.13,Exterior Shutters,4
10715,Storm Panels,3,10 71 16,Storm Panels,3
10720,Exterior Louvers,3,08 91 00,Louvers,2
10750,Telephone Directory Units,4,10 17 13,Telephone Directory Units,3
10750,Telephone Enclosures,4,10 17 16,Telephone Enclosures,3
10750,Telephone Shelving,4,10 17 19,Telephone Shelving,3
